;ID;(0, 1);(0, 2);(0, 3);(0, 4);(0, 5);(0, 6);(0, 7);(0, 8);(0, 9);(0, 10);(0, 11);(0, 12);(0, 13);(0, 14);(0, 15);(0, 16);(0, 17);(0, 19);(0, 23);(0, 24);(0, 25);(0, 26);(0, 30);(0, 31);(0, 32);(0, 35);(0, 37);(0, 40);(0, 41);(0, 42);(0, 43);(0, 44);(0, 46);(0, 47);(0, 48);(1, 1);(1, 2);(1, 3);(1, 4);(1, 5);(1, 6);(1, 7);(1, 8);(1, 9);(1, 10);(1, 11);(1, 12);(1, 13);(1, 14);(1, 15);(1, 16);(1, 17);(1, 22);(1, 23);(1, 27);(1, 31);(1, 32);(1, 35);(1, 38);(1, 41);(1, 43);(1, 44);(1, 45);(1, 46);(1, 47);(2, 1);(2, 2);(2, 3);(2, 4);(2, 5);(2, 6);(2, 7);(2, 8);(2, 9);(2, 10);(2, 11);(2, 12);(2, 13);(2, 14);(2, 15);(2, 16);(2, 17);(2, 18);(2, 24);(2, 25);(2, 30);(2, 31);(2, 32);(2, 36);(2, 41);(2, 42);(2, 43);(2, 44);(2, 45);(2, 47)
64;1337;0,127506014;0,067896284;0,100507886;0,149157979;0,057203956;0,066157262;0,07796563;0,048115477;0,079390537;0,055642081;0,042502005;0,086607859;0,049719326;0,044907779;0,092755948;0,047883068;0,069635333;0,076717455;0,053728949;0,100240577;0,043337637;0,073482945;0,112002138;0,101577118;0,135638353;0,094972935;0,062584051;0,077764412;0,098636728;0,048115477;0,11627907;0,067361668;0,119486768;0,06255012;0,08340016;0,351694915;0,457627119;0,34180791;0,31920904;0,259887006;0,139830508;0,257062147;0,259887006;0,153954802;0,25;0,25;0,175141243;0,22740113;0,230225989;0,176553672;0,242937853;0,210451977;0,235875706;0,162429379;0,276836158;0,271186441;0,163841808;0,161016949;0,144067797;0,156779661;0,331920904;0,218926554;0,313559322;0,346045198;0,211864407;0,670967742;0,54516129;0,74516129;0,561290323;0,480645161;0,606451613;0,425806452;0,561290323;0,587096774;0,406451613;0,625806452;0,451612903;0,506451613;0,619354839;0,403225806;0,564516129;0,570967742;0,396774194;0,567741935;0,632258065;0,616129032;0,503225806;0,45483871;0,616129032;0,525806452;0,564516129;0,609677419;0,693548387;0,580645161;0,690322581
65;1339;0,585801598;0,580629995;0,301138144;0,137512674;0,053659501;0,051004722;0,051431956;0,053270399;0,052187233;0,049908512;0,051747857;0,138472927;0,265749882;0,228490832;0,239304184;0,233897508;0,328984485;0,071689414;0,109950439;0,109177977;0,163479122;0,153890746;0,163670785;0,139444638;0,294191273;0,370122238;0,225434885;0,526798307;0,50329102;0,606488011;0,575811001;0,631875882;0,671955806;0,747649271;0,598566977;0,350725446;0,430385045;0,337053571;0,15890067;0,097614397;0,083491316;0,079444356;0,046693032;0,043267417;0,044784277;0,045912192;0,065939946;0,158342634;0,096261161;0,066543874;0,066819044;0,040146222;0,092075893;0,141462054;0,134207589;0,282366071;0,413922991;0,502092634;0,115513393;0,557617188;0,678292411;0,62109375;0,47140067;0,419642857;0,435267857;0,551821387;0,28119859;0,211280846;0,342890717;0,114453584;0,119623972;0,120446533;0,036797493;0,037423465;0,035438184;0,035954604;0,047874296;0,116098707;0,041010576;0,043713278;0,042420682;0,042773208;0,03666275;0,07132785;0,178965922;0,380493537;0,645358402;0,310782117;0,252291422;0,207285546;0,340775558;0,285997542;0,30502965;0,430199765;0,391304348
66;1340;0,429563492;0,448336386;0,386523199;0,30952381;0,292277167;0,298687424;0,305555556;0,306623932;0,306547619;0,285943223;0,306471306;0,305021368;0,300595238;0,303113553;0,30746337;0,310515873;0,285637973;0,307692308;0,429181929;0,299450549;0,289224664;0,322191697;0,276709402;0,28495116;0,265644078;0,271596459;0,290369353;0,242521368;0,213598901;0,192002442;0,381181319;0,441239316;0,32967033;0,360653236;0,339362027;0,695577331;0,424920551;0,364936441;0,380693856;0,36215572;0,337658898;0,347060381;0,352886653;0,353945975;0,334216102;0,350635593;0,346133475;0,3359375;0,341101695;0,355667373;0,350238347;0,322298729;0,560646186;0,391816737;0,448887712;0,316869703;0,323887712;0,303230932;0,081567797;0,444253178;0,707097458;0,543034958;0,554025424;0,344279661;0,516022246;0,524136651;0,467137022;0,72929818;0,666357222;0,64017824;0,777385815;0,550129967;0,551800965;0,556256962;0,530263646;0,512439658;0,483475678;0,488674341;0,499628667;0,468251021;0,51986632;0,507426662;0,514110657;0,6503899;0,460638693;0,471221686;0,645376903;0,462866691;0,416450056;0,33568511;0,296323802;0,507612328;0,67452655;0,567768288;0,584478277
67;1348;0,245217034;0,158677913;0,125557156;0,107933896;0,114242611;0,123911404;0,121442776;0,132208736;0,123431393;0,120688473;0,133580196;0,116436947;0,112116848;0,183227045;0,343619283;0,15929507;0,139957485;0,232393883;0,201425512;0,206336145;0,199703284;0,15165829;0,153231674;0,151116389;0,248439964;0,34951656;0,274360557;0,373585682;0,564561476;0,637248851;0,691421518;0,550778304;0,572790235;0,537034631;0,403997017;0,468300479;0,206313266;0,154102291;0,173415024;0,168220565;0,148641449;0,166089505;0,141981886;0,164224827;0,168353756;0,147043154;0,146244006;0,156814713;0,155028839;0,158380556;0,242940863;0,193393713;0,382525306;0,343233884;0,447522643;0,197290055;0,232262779;0,172882259;0,260388918;0,738811934;0,645844433;0,675679275;0,879595099;0,709243474;0,669019712;0,450369458;0,198275862;0,162931034;0,140640394;0,127586207;0,128571429;0,134236453;0,15320197;0,178325123;0,137561576;0,137068966;0,144211823;0,149753695;0,146173469;0,198671096;0,154815427;0,168842365;0,200985222;0,278078818;0,183497537;0,172660099;0,205665025;0,20270936;0,199014778;0,425246305;0,634975369;0,575629794;0,643842365;0,759975369;0,771921182
68;1349;0,420876348;0,51609539;0,459058215;0,477284402;0,412175649;0,328343313;0,351047904;0,351546906;0,453093812;0,374750499;0,391966068;0,486027944;0,391217565;0,394461078;0,485528942;0,451097804;0,439371257;0,438395415;0,393332383;0,463701252;0,483782435;0,344888729;0,289520357;0,347987359;0,451347305;0,331087824;0,300786565;0,36060087;0,570114236;0,530267823;0,554486373;0,686620788;0,585079102;0,554741253;0,551147705;0,232961586;0,266728625;0,232032218;0,217781908;0,248760843;0,304522924;0,238847584;0,229863693;0,275092937;0,230793061;0,40582404;0,228314746;0,196096654;0,245043371;0,33952912;0,273861932;0,252882762;0,402726146;0,312677802;0,284189859;0,234382973;0,255247644;0,234510533;0,281598513;0,430916976;0,654113653;0,482819599;0,443692514;0,74039653;0,544299876;0,569679849;0,570621469;0,481638418;0,509887006;0,585216573;0,384651601;0,348870056;0,342278719;0,491054614;0,368644068;0,29613936;0,370998117;0,390301318;0,535781544;0,322033898;0,448681733;0,481167608;0,535310734;0,328154426;0,286252354;0,392184557;0,306026365;0,379943503;0,375706215;0,831450094;0,862052731;0,822975518;0,761299435;0,617702448;0,614877589
69;1360;0,123508078;0,073128915;0,039037257;0,024662051;0,029014177;0,020375865;0,021233103;0,024727992;0,024068579;0,022485987;0,028025058;0,028882295;0,024266403;0,020639631;0,036597428;0,082096934;0,093438839;0,147840422;0,079327399;0,122453017;0,097197494;0,053544346;0,270820969;0,113706049;0,103851714;0,093109133;0,542565117;0,142433234;0,224002638;0,154029859;0,167683382;0,155325884;0,163204748;0,202703594;0,180877019;0,162873563;0,064942529;0,053218391;0,024367816;0,021494253;0,042068966;0,041494253;0,033793103;0,033563218;0,022758621;0,025747126;0,024022989;0,02137931;0,041264368;0,049885057;0,106551724;0,040434415;0,187241379;0,082528736;0,05816092;0,443678161;0,174289655;0,30137931;0,274712644;0,437126437;0,269310345;0,222183908;0,167586207;0,137701149;0,111724138;0,108695652;0,053210313;0,040192113;0,037537917;0,077856421;0,03437816;0,036400404;0,031092012;0,038422649;0,033367037;0,037664307;0,033746208;0,038549039;0,03892821;0,023129424;0,032643719;0,033928407;0,075328615;0,342770475;0,193250758;0,555106168;0,474595551;0,161905966;0,397244692;0,344287159;0,212462083;0,195273003;0,084522774;0,185035389;0,198559151
70;1365;0,675479138;0,736547085;0,617339312;0,616591928;0,177320795;0,226831091;0,150224215;0,156203288;0,094170404;0,097907324;0,111733931;0,123692078;0,096412556;0,101270553;0,08819133;0,144618834;0,063765559;0,372571001;0,061285501;0,121449925;0,194693572;0,043721973;0,142376682;0,04857997;0,114723468;0,061285501;0,261210762;0,128923767;0,071375187;0,118834081;0,223841555;0,324364723;0,464499253;0,560911809;0,528026906;0,724446786;0,819283456;0,827713383;0,660168599;0,563751317;0,224153244;0,306638567;0,271865121;0,181770285;0,178609062;0,13510066;0,132244468;0,080280998;0,150684932;0,177028451;0,08163564;0,078574887;0,296101159;0,439409905;0,073891663;0,090621707;0,06691254;0,104847208;0,429926238;0,322444679;0,200210748;0,214436249;0,376712329;0,827186512;0,829820864;0,456785955;0,410533423;0,362592843;0,334233626;0,138082377;0,124577988;0,112424038;0,0972316;0,094868332;0,079000675;0,053004727;0,038825118;0,050979068;0,056718433;0,039500338;0,051316678;0,050641458;0,039162728;0,124577988;0,142471303;0,17083052;0,144834571;0,199864956;0,193787981;0,18264686;0,222822417;0,397704254;0,326468602;0,339635381;0,684672519
71;1371;0,076025349;0,032396947;0,028519079;0,033689702;0,038401457;0,034817957;0,030222694;0,036879934;0,042830211;0,034346648;0,029565475;0,032949129;0,039531047;0,045658065;0,037822552;0,036408625;0,038824084;0,062036055;0,093142453;0,067821947;0,07631371;0,162427021;0,031645629;0,057676446;0,097266407;0,336985979;0,837869683;0,178979616;0,2203959;0,192235183;0,248497702;0,210262755;0,193445085;0,122834924;0,082846824;0,132241814;0,087216625;0,049118388;0,041246851;0,057462217;0,058721662;0,040144836;0,044395466;0,061397985;0,049905542;0,039987406;0,052581864;0,053054156;0,088633501;0,039515113;0,039042821;0,034162469;0,159949622;0,514326196;0,139565577;0,053998741;0,033060453;0,074503523;0,503148615;0,303054156;0,240869018;0,230478589;0,616656171;0,678369018;0,201124704;0,165049929;0,098573466;0,083737518;0,068758916;0,046504993;0,046219686;0,069044223;0,053067047;0,045791726;0,056918688;0,066333809;0,04636234;0,047075606;0,085164051;0,072610556;0,054493581;0,070470756;0,067308298;0,04935806;0,083309558;0,283024251;0,105135521;0,057631954;0,259343795;0,414550642;0,378031384;0,30042796;0,586305278;0,395577746;0,255777461
72;1373;0,015611448;0,003613761;0,011853137;0,006938422;0,013475084;0,02587453;0,003613761;0,003035559;0,011130385;0,012286788;0,018936109;0,014888696;0,002746459;0,04206418;0,005059266;0,337791682;0,109280139;0,055941023;0,05478462;0,24501301;0,39361087;0,942758023;0,049717107;0,075744435;0,050014455;0,374674761;0,061831346;0,085023698;0,099595259;0,065336803;0,068661463;0,068950564;0,05006964;0,039751373;0,018936109;0,022559853;0,006445672;0,009668508;0,01427256;0,055248619;0,041896869;0,006445672;0,006445672;0,006445672;0,018416206;0,039134438;0,04373849;0,026243094;0,054788214;0,503222836;0,139029203;0,468692449;0,034069982;0,224677716;0,183701657;0,079722441;0,057715075;0,943370166;0,081491713;0,088858195;0,169429098;0,172651934;0,164825046;0,180018416;0,03010392;0,016088061;0,007572779;0,012277731;0,015453006;0,005715495;0,009949196;0,014817951;0,00296359;0,00296359;0,013971211;0,018204911;0,017521006;0,038526672;0,016511431;0,232430144;0,068745395;0,088264612;0,105016418;0,422946655;0,620872142;0,037566345;0,049411033;0,057366638;0,200889077;0,024343776;0,029635902;0,074724809;0,109652837;0,07684166;0,00296359
73;1376;0,438665242;0,07362546;0,067450422;0,077306733;0,062700392;0,067094169;0,075287971;0,082413015;0,082294264;0,077425484;0,068281677;0,070300439;0,069469184;0,060919131;0,072200451;0,055219095;0,049162807;0,362347421;0,312789455;0,402327515;0,548034675;0,423346396;0,300320627;0,061750386;0,058662867;0,082888018;0,306851918;0,064837905;0,12663418;0,13566429;0,132505192;0,140120416;0,093694336;0,075881724;0,249376559;0,685369318;0,125710227;0,151278409;0,147372159;0,124644886;0,143110795;0,143110795;0,129616477;0,145596591;0,135653409;0,143821023;0,131036932;0,125;0,154119318;0,140269886;0,124644886;0,135653409;0,1328125;0,123224432;0,178622159;0,205610795;0,197088068;0,142400568;0,235440341;0,297230114;0,381036932;0,312855114;0,317471591;0,301846591;0,319247159;0,476376415;0,172003124;0,090589613;0,050566185;0,066575556;0,059547052;0,059937524;0,051542366;0,059937524;0,064623194;0,052518547;0,064037485;0,062085123;0,049004295;0,081803983;0,082194455;0,068527919;0,390077405;0,155798516;0,533775869;0,221202655;0,380124951;0,166926982;0,111284654;0,097032409;0,101327606;0,106598985;0,104060914;0,119484576;0,09957048
